# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = model_733c0b7381ff9541dec0ee7adf57b671_model
# start_datetime = 2025-05-29 21:30:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.95
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/zz/_tf8d1dj3m32gskckvrvzn240000gr/T/RtmpPTD7ql/standata-106fd1efb4e09.json
# init = 2 (Default)
# random
#   seed = 1897952921
# output
#   file = /var/folders/zz/_tf8d1dj3m32gskckvrvzn240000gr/T/RtmpPTD7ql/model_733c0b7381ff9541dec0ee7adf57b671-202505291630-4-5b9013.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/zz/_tf8d1dj3m32gskckvrvzn240000gr/T/RtmpPTD7ql/model_733c0b7381ff9541dec0ee7adf57b671-profile-202505291630-4-1d8c8c.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=model_733c0b7381ff9541dec0ee7adf57b671_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Vc.1,Vc.2,Vc.3,Vc.4,Vc.5,Vc.6,Vc.7,Vc.8,Vc.9,Vc.10,Vc.11,Vc.12,Vc.13,Vc.14,Vc.15,Vc.16,l1_0,l2_0,l3_0,l4_0,l5_0,l6_0,l7_0,l8_0,l9_0,l10_0,l11_0,l12_0,l13_0,l14_0,l15_0,l16_0,l17_0,l18_0,l19_0,l20_0,l1_12,l1_14,l2_13,l2_14,l3_11,l3_12,l4_11,l5_11,l5_14,l6_12,l7_11,l8_12,l8_14,l9_12,l9_14,l10_11,l10_14,l11_11,l11_14,l12_13,l12_14,l13_13,l13_14,l14_13,l15_12,l15_14,l16_12,l17_14,l18_11,l18_13,l19_12,l19_14,l20_14,l1_224,l2_234,l3_212,l5_214,l8_224,l9_224,l10_214,l11_214,l12_234,l13_234,l15_224,l18_213,l19_224,log_Vc.1,log_Vc.2,log_Vc.3,log_Vc.4,log_Vc.5,log_Vc.6,log_Vc.7,log_Vc.8,log_Vc.9,log_Vc.10,log_Vc.11,log_Vc.12,log_Vc.13,log_Vc.14,log_Vc.15,log_Vc.16,pi.1.1,pi.2.1,pi.3.1,pi.4.1,pi.5.1,pi.6.1,pi.7.1,pi.8.1,pi.9.1,pi.10.1,pi.11.1,pi.12.1,pi.13.1,pi.14.1,pi.15.1,pi.16.1,pi.17.1,pi.18.1,pi.19.1,pi.20.1,pi.1.2,pi.2.2,pi.3.2,pi.4.2,pi.5.2,pi.6.2,pi.7.2,pi.8.2,pi.9.2,pi.10.2,pi.11.2,pi.12.2,pi.13.2,pi.14.2,pi.15.2,pi.16.2,pi.17.2,pi.18.2,pi.19.2,pi.20.2,pi.1.3,pi.2.3,pi.3.3,pi.4.3,pi.5.3,pi.6.3,pi.7.3,pi.8.3,pi.9.3,pi.10.3,pi.11.3,pi.12.3,pi.13.3,pi.14.3,pi.15.3,pi.16.3,pi.17.3,pi.18.3,pi.19.3,pi.20.3,pi.1.4,pi.2.4,pi.3.4,pi.4.4,pi.5.4,pi.6.4,pi.7.4,pi.8.4,pi.9.4,pi.10.4,pi.11.4,pi.12.4,pi.13.4,pi.14.4,pi.15.4,pi.16.4,pi.17.4,pi.18.4,pi.19.4,pi.20.4,pi.1.5,pi.2.5,pi.3.5,pi.4.5,pi.5.5,pi.6.5,pi.7.5,pi.8.5,pi.9.5,pi.10.5,pi.11.5,pi.12.5,pi.13.5,pi.14.5,pi.15.5,pi.16.5,pi.17.5,pi.18.5,pi.19.5,pi.20.5,pi.1.6,pi.2.6,pi.3.6,pi.4.6,pi.5.6,pi.6.6,pi.7.6,pi.8.6,pi.9.6,pi.10.6,pi.11.6,pi.12.6,pi.13.6,pi.14.6,pi.15.6,pi.16.6,pi.17.6,pi.18.6,pi.19.6,pi.20.6,pi.1.7,pi.2.7,pi.3.7,pi.4.7,pi.5.7,pi.6.7,pi.7.7,pi.8.7,pi.9.7,pi.10.7,pi.11.7,pi.12.7,pi.13.7,pi.14.7,pi.15.7,pi.16.7,pi.17.7,pi.18.7,pi.19.7,pi.20.7,pi.1.8,pi.2.8,pi.3.8,pi.4.8,pi.5.8,pi.6.8,pi.7.8,pi.8.8,pi.9.8,pi.10.8,pi.11.8,pi.12.8,pi.13.8,pi.14.8,pi.15.8,pi.16.8,pi.17.8,pi.18.8,pi.19.8,pi.20.8,pi.1.9,pi.2.9,pi.3.9,pi.4.9,pi.5.9,pi.6.9,pi.7.9,pi.8.9,pi.9.9,pi.10.9,pi.11.9,pi.12.9,pi.13.9,pi.14.9,pi.15.9,pi.16.9,pi.17.9,pi.18.9,pi.19.9,pi.20.9,pi.1.10,pi.2.10,pi.3.10,pi.4.10,pi.5.10,pi.6.10,pi.7.10,pi.8.10,pi.9.10,pi.10.10,pi.11.10,pi.12.10,pi.13.10,pi.14.10,pi.15.10,pi.16.10,pi.17.10,pi.18.10,pi.19.10,pi.20.10,pi.1.11,pi.2.11,pi.3.11,pi.4.11,pi.5.11,pi.6.11,pi.7.11,pi.8.11,pi.9.11,pi.10.11,pi.11.11,pi.12.11,pi.13.11,pi.14.11,pi.15.11,pi.16.11,pi.17.11,pi.18.11,pi.19.11,pi.20.11,pi.1.12,pi.2.12,pi.3.12,pi.4.12,pi.5.12,pi.6.12,pi.7.12,pi.8.12,pi.9.12,pi.10.12,pi.11.12,pi.12.12,pi.13.12,pi.14.12,pi.15.12,pi.16.12,pi.17.12,pi.18.12,pi.19.12,pi.20.12,pi.1.13,pi.2.13,pi.3.13,pi.4.13,pi.5.13,pi.6.13,pi.7.13,pi.8.13,pi.9.13,pi.10.13,pi.11.13,pi.12.13,pi.13.13,pi.14.13,pi.15.13,pi.16.13,pi.17.13,pi.18.13,pi.19.13,pi.20.13,pi.1.14,pi.2.14,pi.3.14,pi.4.14,pi.5.14,pi.6.14,pi.7.14,pi.8.14,pi.9.14,pi.10.14,pi.11.14,pi.12.14,pi.13.14,pi.14.14,pi.15.14,pi.16.14,pi.17.14,pi.18.14,pi.19.14,pi.20.14,pi.1.15,pi.2.15,pi.3.15,pi.4.15,pi.5.15,pi.6.15,pi.7.15,pi.8.15,pi.9.15,pi.10.15,pi.11.15,pi.12.15,pi.13.15,pi.14.15,pi.15.15,pi.16.15,pi.17.15,pi.18.15,pi.19.15,pi.20.15,pi.1.16,pi.2.16,pi.3.16,pi.4.16,pi.5.16,pi.6.16,pi.7.16,pi.8.16,pi.9.16,pi.10.16,pi.11.16,pi.12.16,pi.13.16,pi.14.16,pi.15.16,pi.16.16,pi.17.16,pi.18.16,pi.19.16,pi.20.16
# Adaptation terminated
# Step size = 0.090291
# Diagonal elements of inverse mass matrix:
# 0.0159872, 0.0109399, 0.0124609, 0.0106337, 0.0346318, 0.0197861, 0.0198796, 0.0391469, 0.0121119, 0.0358595, 0.0186001, 0.0256627, 0.0794651, 0.0209273, 0.0610655, 0.00968888, 0.0883582, 0.0252206, 0.0115609, 0.0573411, 0.00845638, 0.00774423, 0.0167659, 0.0164225, 0.0365311, 0.012695, 0.0347182, 0.0165536, 0.0118892, 0.0315355, 0.00573387, 0.0148429, 0.0528271, 0.0243281, 0.00518667, 0.00377666, 0.00421611, 0.00744748, 0.00793439, 0.00747605, 0.00789658, 0.00335039, 0.00610909, 0.0170033, 0.00147876, 0.00451359, 0.00267468, 0.00603161, 0.0027068, 0.00274143, 0.0228964, 0.0740845, 0.00902069, 0.00497136, 0.00901942, 0.00537946, 0.00832417, 0.0071584, 0.00769679, 0.00299822, 0.0256846, 0.00206164, 0.00178304, 0.00808382, 0.0137473, 0.00429906, 0.00935255, 0.00276008, 0.254529, 1.59058, 0.0273192, 0.0469251, 0.76858, 0.0598979, 0.0072546, 0.0618248, 1.18561, 0.138823, 0.23165, 0.125948, 0.0447583
-21795.7,0.999797,0.090291,6,63,0,21841.6,0.0524622,0.0714076,0.0557668,0.093454,0.0429675,0.0389643,0.0487541,0.0523681,0.0991622,0.0465706,0.0846041,0.04952,0.0450743,0.0898098,0.0441387,0.0849758,-0.866979,-3.30852,-1.95468,-1.56512,-2.65764,-1.84752,-1.71217,-2.06809,-1.98585,-2.57277,-0.821141,-2.1128,-1.01258,-0.751533,-2.33033,-1.57878,-2.03675,-1.37533,-2.41492,-0.658368,2.39852,4.111,4.77085,4.49426,2.33981,2.21002,2.27933,3.70278,2.22701,4.10788,1.72533,5.13377,1.89286,3.77698,3.48562,1.61397,1.16625,1.815,2.76656,2.24408,3.38324,1.64995,2.3368,1.72732,4.26115,1.09622,4.51443,4.31159,2.86707,2.00154,2.77302,1.8644,2.3993,-0.0357655,-4.06369,2.1009,1.72942,-1.53723,-2.04813,1.35445,-0.699743,-1.92458,-0.393624,-0.376103,0.698096,-1.14249,-2.94766,-2.63935,-2.88658,-2.37029,-3.14731,-3.24511,-3.02097,-2.94946,-2.311,-3.06679,-2.46977,-3.00538,-3.09944,-2.41006,-3.12042,-2.46539,0.295883,0.03528,0.124044,0.172914,0.0655197,0.136165,0.152882,0.112238,0.120696,0.0709117,0.305521,0.107859,0.266475,0.320487,0.0886421,0.170968,0.115398,0.201761,0.0820422,0.341106,0.295883,0.03528,0.595109,0.671332,0.73984,0.136165,0.50329,0.112238,0.120696,0.277119,0.72985,0.107859,0.266475,0.320487,0.0886421,0.170968,0.115398,0.816339,0.0820422,0.341106,0.822232,0.03528,0.563491,0.172914,0.0655197,0.905541,0.152882,0.955455,0.857066,0.0709117,0.305521,0.107859,0.266475,0.320487,0.87334,0.949581,0.115398,0.201761,0.58858,0.341106,0.295883,0.811888,0.124044,0.172914,0.0655197,0.136165,0.152882,0.112238,0.120696,0.0709117,0.305521,0.532774,0.654158,0.726271,0.0886421,0.170968,0.115398,0.65163,0.0820422,0.341106,0.962458,0.765978,0.124044,0.172914,0.393976,0.136165,0.152882,0.456304,0.81754,0.196783,0.874947,0.780819,0.789883,0.320487,0.225463,0.170968,0.906772,0.201761,0.365745,0.850806,0.822232,0.03528,0.990951,0.671332,0.73984,0.905541,0.50329,0.955455,0.857066,0.277119,0.72985,0.107859,0.266475,0.320487,0.87334,0.949581,0.115398,0.816339,0.58858,0.341106,0.295883,0.811888,0.595109,0.671332,0.73984,0.136165,0.50329,0.112238,0.120696,0.277119,0.72985,0.532774,0.654158,0.726271,0.0886421,0.170968,0.115398,0.9851,0.0820422,0.341106,0.962458,0.765978,0.595109,0.671332,0.993318,0.136165,0.50329,0.456304,0.81754,0.826625,0.955241,0.780819,0.789883,0.320487,0.225463,0.170968,0.906772,0.816339,0.365745,0.850806,0.822232,0.811888,0.563491,0.172914,0.0655197,0.905541,0.152882,0.955455,0.857066,0.0709117,0.305521,0.532774,0.654158,0.726271,0.87334,0.949581,0.115398,0.65163,0.58858,0.341106,0.996341,0.765978,0.563491,0.172914,0.393976,0.905541,0.152882,0.968364,0.961897,0.196783,0.874947,0.780819,0.789883,0.320487,0.934069,0.949581,0.906772,0.201761,0.746495,0.850806,0.962458,0.869085,0.124044,0.172914,0.393976,0.136165,0.152882,0.456304,0.81754,0.196783,0.874947,0.830608,0.929599,0.726271,0.225463,0.170968,0.906772,0.65163,0.365745,0.850806,0.822232,0.811888,0.990951,0.671332,0.73984,0.905541,0.50329,0.955455,0.857066,0.277119,0.72985,0.532774,0.654158,0.726271,0.87334,0.949581,0.115398,0.9851,0.58858,0.341106,0.996341,0.765978,0.990951,0.671332,0.993318,0.905541,0.50329,0.968364,0.961897,0.826625,0.955241,0.780819,0.789883,0.320487,0.934069,0.949581,0.906772,0.816339,0.746495,0.850806,0.962458,0.869085,0.595109,0.671332,0.993318,0.136165,0.50329,0.456304,0.81754,0.826625,0.955241,0.830608,0.929599,0.726271,0.225463,0.170968,0.906772,0.9851,0.365745,0.850806,0.996341,0.869085,0.563491,0.172914,0.393976,0.905541,0.152882,0.968364,0.961897,0.196783,0.874947,0.830608,0.929599,0.726271,0.934069,0.949581,0.906772,0.65163,0.746495,0.850806,0.996341,0.869085,0.990951,0.671332,0.993318,0.905541,0.50329,0.968364,0.961897,0.826625,0.955241,0.830608,0.929599,0.726271,0.934069,0.949581,0.906772,0.9851,0.746495,0.850806
-21788.1,0.963464,0.090291,6,63,0,21838.6,0.0628328,0.0931696,0.065707,0.0660547,0.0572339,0.0503115,0.04284,0.0669753,0.0816383,0.0399746,0.0751862,0.0377437,0.0517604,0.093935,0.0478521,0.0667849,-1.02134,-1.70038,-1.82695,-1.92345,-2.6515,-1.74848,-1.69232,-2.05009,-1.73727,-2.66982,-1.0366,-1.98845,-1.35973,-0.6159,-2.55129,-1.24029,-1.88781,-1.71819,-2.89347,-0.608657,2.51021,4.78104,3.4183,2.91491,2.0842,2.01989,2.42745,3.7063,2.10843,3.96807,1.74672,5.18062,2.20944,3.50684,3.09366,1.6473,1.13423,1.90052,2.733,2.25825,3.31472,2.24671,2.62622,1.65916,4.47637,1.41243,4.18543,4.09654,3.08591,2.68289,3.25936,2.22725,2.38071,-0.0385871,-2.75476,2.12368,1.60651,-1.42784,-1.80176,1.23916,-0.303358,-2.10926,-0.443807,-0.709383,1.89531,-1.50405,-2.76728,-2.37333,-2.72255,-2.71727,-2.86061,-2.98952,-3.15028,-2.70343,-2.50546,-3.21951,-2.58779,-3.27694,-2.96113,-2.36515,-3.03964,-2.70628,0.264767,0.154416,0.138602,0.127478,0.0658963,0.148239,0.155471,0.114043,0.14966,0.0647776,0.261806,0.120421,0.204284,0.350714,0.0723396,0.224385,0.131495,0.152105,0.0524774,0.352366,0.264767,0.154416,0.563961,0.623401,0.741695,0.148239,0.513595,0.114043,0.14966,0.264537,0.703479,0.120421,0.204284,0.350714,0.0723396,0.224385,0.131495,0.797012,0.0524774,0.352366,0.815909,0.154416,0.548085,0.127478,0.0658963,0.901995,0.155471,0.958135,0.854403,0.0647776,0.261806,0.120421,0.204284,0.350714,0.872703,0.950033,0.131495,0.152105,0.590467,0.352366,0.264767,0.847862,0.138602,0.127478,0.0658963,0.148239,0.155471,0.114043,0.14966,0.0647776,0.261806,0.567044,0.708265,0.739479,0.0723396,0.224385,0.131495,0.724061,0.0524774,0.352366,0.977239,0.771101,0.138602,0.127478,0.367472,0.148239,0.155471,0.539752,0.795172,0.177177,0.845063,0.790223,0.780141,0.350714,0.242528,0.224385,0.901031,0.152105,0.339343,0.854713,0.815909,0.154416,0.987881,0.623401,0.741695,0.901995,0.513595,0.958135,0.854403,0.264537,0.703479,0.120421,0.204284,0.350714,0.872703,0.950033,0.131495,0.797012,0.590467,0.352366,0.264767,0.847862,0.563961,0.623401,0.741695,0.148239,0.513595,0.114043,0.14966,0.264537,0.703479,0.567044,0.708265,0.739479,0.0723396,0.224385,0.131495,0.99739,0.0524774,0.352366,0.977239,0.771101,0.563961,0.623401,0.991589,0.148239,0.513595,0.539752,0.795172,0.794273,0.964207,0.790223,0.780141,0.350714,0.242528,0.224385,0.901031,0.797012,0.339343,0.854713,0.815909,0.847862,0.548085,0.127478,0.0658963,0.901995,0.155471,0.958135,0.854403,0.0647776,0.261806,0.567044,0.708265,0.739479,0.872703,0.950033,0.131495,0.724061,0.590467,0.352366,0.998037,0.771101,0.548085,0.127478,0.367472,0.901995,0.155471,0.980394,0.955275,0.177177,0.845063,0.790223,0.780141,0.350714,0.93265,0.950033,0.901031,0.152105,0.748211,0.854713,0.977239,0.86739,0.138602,0.127478,0.367472,0.148239,0.155471,0.539752,0.795172,0.177177,0.845063,0.813857,0.955612,0.739479,0.242528,0.224385,0.901031,0.724061,0.339343,0.854713,0.815909,0.847862,0.987881,0.623401,0.741695,0.901995,0.513595,0.958135,0.854403,0.264537,0.703479,0.567044,0.708265,0.739479,0.872703,0.950033,0.131495,0.99739,0.590467,0.352366,0.998037,0.771101,0.987881,0.623401,0.991589,0.901995,0.513595,0.980394,0.955275,0.794273,0.964207,0.790223,0.780141,0.350714,0.93265,0.950033,0.901031,0.797012,0.748211,0.854713,0.977239,0.86739,0.563961,0.623401,0.991589,0.148239,0.513595,0.539752,0.795172,0.794273,0.964207,0.813857,0.955612,0.739479,0.242528,0.224385,0.901031,0.99739,0.339343,0.854713,0.998037,0.86739,0.548085,0.127478,0.367472,0.901995,0.155471,0.980394,0.955275,0.177177,0.845063,0.813857,0.955612,0.739479,0.93265,0.950033,0.901031,0.724061,0.748211,0.854713,0.998037,0.86739,0.987881,0.623401,0.991589,0.901995,0.513595,0.980394,0.955275,0.794273,0.964207,0.813857,0.955612,0.739479,0.93265,0.950033,0.901031,0.99739,0.748211,0.854713
-21788.8,0.851648,0.090291,6,63,0,21830.8,0.0634538,0.0843487,0.061771,0.0908674,0.0524134,0.0414173,0.0398075,0.0623506,0.0783709,0.0588051,0.0856767,0.0485469,0.03929,0.0840852,0.0473552,0.0614402,-1.0745,-2.26733,-1.86068,-1.61185,-2.79394,-1.77484,-1.67318,-1.79015,-2.02465,-2.66523,-0.804525,-1.98108,-1.34626,-0.753059,-2.43256,-1.5047,-1.93439,-1.51681,-2.51121,-0.607079,2.51162,4.20407,3.78321,3.72947,1.96219,1.8476,2.18319,3.85544,2.0629,4.24082,1.78215,4.8851,1.94619,3.63422,3.71564,1.8256,1.21679,1.77532,2.72988,2.11169,2.97814,1.94879,2.42999,1.82911,4.24377,1.42014,4.67041,4.07132,3.17818,2.2319,2.72178,1.86095,2.40863,-0.218122,-3.5363,2.23548,0.860331,-1.42805,-2.49632,0.829092,-0.47847,-1.35216,0.851958,-0.516371,-0.19397,-0.728326,-2.75744,-2.4728,-2.78432,-2.39835,-2.94859,-3.18406,-3.2237,-2.77498,-2.5463,-2.83353,-2.45717,-3.02522,-3.23678,-2.47592,-3.05008,-2.78969,0.254547,0.0938655,0.134624,0.166332,0.0576526,0.144942,0.158,0.143054,0.116639,0.0650566,0.309058,0.121203,0.206482,0.320155,0.0807235,0.181725,0.126266,0.179932,0.0750761,0.352726,0.254547,0.0938655,0.525357,0.639071,0.742978,0.144942,0.527216,0.143054,0.116639,0.301612,0.725277,0.121203,0.206482,0.320155,0.0807235,0.181725,0.126266,0.840423,0.0750761,0.352726,0.808008,0.0938655,0.496731,0.166332,0.0576526,0.921722,0.158,0.956684,0.833352,0.0650566,0.309058,0.121203,0.206482,0.320155,0.859509,0.959523,0.126266,0.179932,0.552449,0.352726,0.254547,0.819932,0.134624,0.166332,0.0576526,0.144942,0.158,0.143054,0.116639,0.0650566,0.309058,0.532604,0.646234,0.745747,0.0807235,0.181725,0.126266,0.671526,0.0750761,0.352726,0.958096,0.811861,0.134624,0.166332,0.324966,0.144942,0.158,0.538929,0.844355,0.190242,0.872735,0.730479,0.747199,0.320155,0.266507,0.181725,0.894441,0.179932,0.342931,0.858338,0.808008,0.0938655,0.985,0.639071,0.742978,0.921722,0.527216,0.956684,0.833352,0.301612,0.725277,0.121203,0.206482,0.320155,0.859509,0.959523,0.126266,0.840423,0.552449,0.352726,0.254547,0.819932,0.525357,0.639071,0.742978,0.144942,0.527216,0.143054,0.116639,0.301612,0.725277,0.532604,0.646234,0.745747,0.0807235,0.181725,0.126266,0.975857,0.0750761,0.352726,0.958096,0.811861,0.525357,0.639071,0.981742,0.144942,0.527216,0.538929,0.844355,0.769635,0.961661,0.730479,0.747199,0.320155,0.266507,0.181725,0.894441,0.840423,0.342931,0.858338,0.808008,0.819932,0.496731,0.166332,0.0576526,0.921722,0.158,0.956684,0.833352,0.0650566,0.309058,0.532604,0.646234,0.745747,0.859509,0.959523,0.126266,0.671526,0.552449,0.352726,0.995606,0.811861,0.496731,0.166332,0.324966,0.921722,0.158,0.97374,0.944218,0.190242,0.872735,0.730479,0.747199,0.320155,0.937905,0.959523,0.894441,0.179932,0.793014,0.858338,0.958096,0.846715,0.134624,0.166332,0.324966,0.144942,0.158,0.538929,0.844355,0.190242,0.872735,0.852781,0.979856,0.745747,0.266507,0.181725,0.894441,0.671526,0.342931,0.858338,0.808008,0.819932,0.985,0.639071,0.742978,0.921722,0.527216,0.956684,0.833352,0.301612,0.725277,0.532604,0.646234,0.745747,0.859509,0.959523,0.126266,0.975857,0.552449,0.352726,0.995606,0.811861,0.985,0.639071,0.981742,0.921722,0.527216,0.97374,0.944218,0.769635,0.961661,0.730479,0.747199,0.320155,0.937905,0.959523,0.894441,0.840423,0.793014,0.858338,0.958096,0.846715,0.525357,0.639071,0.981742,0.144942,0.527216,0.538929,0.844355,0.769635,0.961661,0.852781,0.979856,0.745747,0.266507,0.181725,0.894441,0.975857,0.342931,0.858338,0.995606,0.846715,0.496731,0.166332,0.324966,0.921722,0.158,0.97374,0.944218,0.190242,0.872735,0.852781,0.979856,0.745747,0.937905,0.959523,0.894441,0.671526,0.793014,0.858338,0.995606,0.846715,0.985,0.639071,0.981742,0.921722,0.527216,0.97374,0.944218,0.769635,0.961661,0.852781,0.979856,0.745747,0.937905,0.959523,0.894441,0.975857,0.793014,0.858338
-21788,0.977686,0.090291,6,63,0,21830.5,0.0638865,0.0698867,0.0552434,0.0904673,0.0601471,0.0420169,0.0535764,0.0562207,0.078412,0.0608128,0.0784812,0.031381,0.036163,0.0935594,0.0466727,0.0830729,-0.939697,-2.30879,-2.11661,-1.94393,-2.44852,-1.81478,-1.69237,-2.16514,-1.72601,-2.47401,-1.1156,-2.15092,-1.16677,-0.706329,-2.4378,-1.36939,-2.08854,-1.53051,-2.53697,-0.584627,2.43149,4.43048,3.95033,3.54564,2.51471,2.43788,2.43049,3.37456,1.83374,4.16802,1.74136,5.47326,2.23478,3.20674,3.07843,1.59633,0.926847,1.94214,2.79405,2.35846,3.39641,2.01068,2.2983,1.71679,4.30967,1.24738,4.16288,4.22664,3.02655,2.42007,2.7859,2.03168,2.33723,-0.521348,-3.32495,2.10945,1.22819,-1.12428,-1.69057,1.20573,-0.418832,-2.02088,-0.0167662,-0.348256,0.880048,-1.07167,-2.75065,-2.66088,-2.89601,-2.40277,-2.81096,-3.16968,-2.92665,-2.87847,-2.54578,-2.79996,-2.5449,-3.46155,-3.31972,-2.36916,-3.0646,-2.48804,0.280961,0.0903977,0.107493,0.125217,0.0795469,0.140062,0.155464,0.102925,0.151098,0.0777001,0.246829,0.104245,0.237439,0.33041,0.0803351,0.202719,0.110215,0.177919,0.0733065,0.357869,0.280961,0.0903977,0.598231,0.619295,0.716271,0.140062,0.512244,0.102925,0.151098,0.293658,0.695625,0.104245,0.237439,0.33041,0.0803351,0.202719,0.110215,0.816983,0.0733065,0.357869,0.816348,0.0903977,0.579635,0.125217,0.0795469,0.913192,0.155464,0.964706,0.814682,0.0777001,0.246829,0.104245,0.237439,0.33041,0.866674,0.942323,0.110215,0.177919,0.561912,0.357869,0.280961,0.837745,0.107493,0.125217,0.0795469,0.140062,0.155464,0.102925,0.151098,0.0777001,0.246829,0.5517,0.699288,0.73311,0.0803351,0.202719,0.110215,0.7088,0.0733065,0.357869,0.970424,0.775016,0.107493,0.125217,0.35097,0.140062,0.155464,0.517403,0.794524,0.175496,0.842699,0.776517,0.756121,0.33041,0.233184,0.202719,0.894552,0.177919,0.376298,0.852281,0.816348,0.0903977,0.992934,0.619295,0.716271,0.913192,0.512244,0.964706,0.814682,0.293658,0.695625,0.104245,0.237439,0.33041,0.866674,0.942323,0.110215,0.816983,0.561912,0.357869,0.280961,0.837745,0.598231,0.619295,0.716271,0.140062,0.512244,0.102925,0.151098,0.293658,0.695625,0.5517,0.699288,0.73311,0.0803351,0.202719,0.110215,0.991806,0.0733065,0.357869,0.970424,0.775016,0.598231,0.619295,0.9818,0.140062,0.512244,0.517403,0.794524,0.778145,0.960901,0.776517,0.756121,0.33041,0.233184,0.202719,0.894552,0.816983,0.376298,0.852281,0.816348,0.837745,0.579635,0.125217,0.0795469,0.913192,0.155464,0.964706,0.814682,0.0777001,0.246829,0.5517,0.699288,0.73311,0.866674,0.942323,0.110215,0.7088,0.561912,0.357869,0.995508,0.775016,0.579635,0.125217,0.35097,0.913192,0.155464,0.988093,0.946272,0.175496,0.842699,0.776517,0.756121,0.33041,0.941088,0.942323,0.894552,0.177919,0.77011,0.852281,0.970424,0.865557,0.107493,0.125217,0.35097,0.140062,0.155464,0.517403,0.794524,0.175496,0.842699,0.829638,0.95793,0.73311,0.233184,0.202719,0.894552,0.7088,0.376298,0.852281,0.816348,0.837745,0.992934,0.619295,0.716271,0.913192,0.512244,0.964706,0.814682,0.293658,0.695625,0.5517,0.699288,0.73311,0.866674,0.942323,0.110215,0.991806,0.561912,0.357869,0.995508,0.775016,0.992934,0.619295,0.9818,0.913192,0.512244,0.988093,0.946272,0.778145,0.960901,0.776517,0.756121,0.33041,0.941088,0.942323,0.894552,0.816983,0.77011,0.852281,0.970424,0.865557,0.598231,0.619295,0.9818,0.140062,0.512244,0.517403,0.794524,0.778145,0.960901,0.829638,0.95793,0.73311,0.233184,0.202719,0.894552,0.991806,0.376298,0.852281,0.995508,0.865557,0.579635,0.125217,0.35097,0.913192,0.155464,0.988093,0.946272,0.175496,0.842699,0.829638,0.95793,0.73311,0.941088,0.942323,0.894552,0.7088,0.77011,0.852281,0.995508,0.865557,0.992934,0.619295,0.9818,0.913192,0.512244,0.988093,0.946272,0.778145,0.960901,0.829638,0.95793,0.73311,0.941088,0.942323,0.894552,0.991806,0.77011,0.852281
